DATE,TIMESTAMP,KCS2BTC,DOGE2BTC,DOGE2KCS,PROFIT_RATIO
2023-06-17 18:34:05,507456400,0.000002353,0.008486,0.0002776,1299156902.0429394800
2023-06-17 18:34:11,448048600,0.000002353,0.008487,0.0002776,1299309996.1983069200
2023-06-17 18:34:11,558072200,0.000002353,0.008486,0.0002776,1299156902.0429394800
2023-06-17 18:34:11,665177500,0.000002353,0.008485,0.0002776,1299003807.8876080700
